location,date,new_cases,total_cases
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,0,556
Dem. Rep. Congo,Apr-2023,2,558
Dem. Rep. Congo,May-2023,0,558
Dem. Rep. Congo,May-2023,0,558
Dem. Rep. Congo,May-2023,0,558
Dem. Rep. Congo,May-2023,0,558
Dem. Rep. Congo,May-2023,0,558
Dem. Rep. Congo,May-2023,0,558
Dem. Rep. Congo,May-2023,46,604
Dem. Rep. Congo,May-2023,0,604
Dem. Rep. Congo,May-2023,0,604
Dem. Rep. Congo,May-2023,0,604
Dem. Rep. Congo,May-2023,0,604
Dem. Rep. Congo,May-2023,0,604
Dem. Rep. Congo,May-2023,0,604
Dem. Rep. Congo,May-2023,28,632
Dem. Rep. Congo,May-2023,0,632
Dem. Rep. Congo,May-2023,0,632
Dem. Rep. Congo,May-2023,0,632
Dem. Rep. Congo,May-2023,0,632
Dem. Rep. Congo,May-2023,0,632
Dem. Rep. Congo,May-2023,0,632
Dem. Rep. Congo,May-2023,9,641
Dem. Rep. Congo,May-2023,0,641
Dem. Rep. Congo,May-2023,0,641
Dem. Rep. Congo,May-2023,0,641
Dem. Rep. Congo,May-2023,0,641
Dem. Rep. Congo,May-2023,0,641
Dem. Rep. Congo,May-2023,0,641
Dem. Rep. Congo,May-2023,2,643
Dem. Rep. Congo,May-2023,0,643
Dem. Rep. Congo,May-2023,0,643
Dem. Rep. Congo,May-2023,0,643
Dem. Rep. Congo,Jun-2023,0,643
Dem. Rep. Congo,Jun-2023,0,643
Dem. Rep. Congo,Jun-2023,0,643
Dem. Rep. Congo,Jun-2023,31,674
Dem. Rep. Congo,Jun-2023,0,674
Dem. Rep. Congo,Jun-2023,0,674
Dem. Rep. Congo,Jun-2023,0,674
Dem. Rep. Congo,Jun-2023,0,674
Dem. Rep. Congo,Jun-2023,0,674
Dem. Rep. Congo,Jun-2023,0,674
Dem. Rep. Congo,Jun-2023,1,675
Dem. Rep. Congo,Jun-2023,0,675
Dem. Rep. Congo,Jun-2023,0,675
Dem. Rep. Congo,Jun-2023,0,675
Dem. Rep. Congo,Jun-2023,0,675
Dem. Rep. Congo,Jun-2023,0,675
Dem. Rep. Congo,Jun-2023,0,675
Dem. Rep. Congo,Jun-2023,25,700
Dem. Rep. Congo,Jun-2023,0,700
Dem. Rep. Congo,Jun-2023,0,700
Dem. Rep. Congo,Jun-2023,0,700
Dem. Rep. Congo,Jun-2023,0,700
Dem. Rep. Congo,Jun-2023,0,700
Dem. Rep. Congo,Jun-2023,0,700
Dem. Rep. Congo,Jun-2023,34,734
Dem. Rep. Congo,Jun-2023,0,734
Dem. Rep. Congo,Jun-2023,0,734
Dem. Rep. Congo,Jun-2023,0,734
Dem. Rep. Congo,Jun-2023,0,734
Dem. Rep. Congo,Jun-2023,0,734
Dem. Rep. Congo,Jul-2023,0,734
Dem. Rep. Congo,Jul-2023,25,759
Dem. Rep. Congo,Jul-2023,0,759
Dem. Rep. Congo,Jul-2023,0,759
Dem. Rep. Congo,Jul-2023,0,759
Dem. Rep. Congo,Jul-2023,0,759
Dem. Rep. Congo,Jul-2023,0,759
Dem. Rep. Congo,Jul-2023,0,759
Dem. Rep. Congo,Jul-2023,27,786
Dem. Rep. Congo,Jul-2023,0,786
Dem. Rep. Congo,Jul-2023,0,786
Dem. Rep. Congo,Jul-2023,0,786
Dem. Rep. Congo,Jul-2023,0,786
Dem. Rep. Congo,Jul-2023,0,786
Dem. Rep. Congo,Jul-2023,0,786
Dem. Rep. Congo,Jul-2023,31,817
Dem. Rep. Congo,Jul-2023,0,817
Dem. Rep. Congo,Jul-2023,0,817
Dem. Rep. Congo,Jul-2023,0,817
Dem. Rep. Congo,Jul-2023,0,817
Dem. Rep. Congo,Jul-2023,0,817
Dem. Rep. Congo,Jul-2023,0,817
Dem. Rep. Congo,Jul-2023,11,828
Dem. Rep. Congo,Jul-2023,0,828
Dem. Rep. Congo,Jul-2023,0,828
Dem. Rep. Congo,Jul-2023,0,828
Dem. Rep. Congo,Jul-2023,0,828
Dem. Rep. Congo,Jul-2023,0,828
Dem. Rep. Congo,Jul-2023,0,828
Dem. Rep. Congo,Jul-2023,6,834
Dem. Rep. Congo,Jul-2023,0,834
Dem. Rep. Congo,Aug-2023,0,834
Dem. Rep. Congo,Aug-2023,0,834
Dem. Rep. Congo,Aug-2023,0,834
Dem. Rep. Congo,Aug-2023,0,834
Dem. Rep. Congo,Aug-2023,0,834
Dem. Rep. Congo,Aug-2023,15,849
Dem. Rep. Congo,Aug-2023,0,849
Dem. Rep. Congo,Aug-2023,0,849
Dem. Rep. Congo,Aug-2023,0,849
Dem. Rep. Congo,Aug-2023,0,849
Dem. Rep. Congo,Aug-2023,0,849
Dem. Rep. Congo,Aug-2023,0,849
Dem. Rep. Congo,Aug-2023,11,860
Dem. Rep. Congo,Aug-2023,0,860
Dem. Rep. Congo,Aug-2023,0,860
Dem. Rep. Congo,Aug-2023,0,860
Dem. Rep. Congo,Aug-2023,0,860
Dem. Rep. Congo,Aug-2023,0,860
Dem. Rep. Congo,Aug-2023,0,860
Dem. Rep. Congo,Aug-2023,8,868
Dem. Rep. Congo,Aug-2023,0,868
Dem. Rep. Congo,Aug-2023,0,868
Dem. Rep. Congo,Aug-2023,0,868
Dem. Rep. Congo,Aug-2023,0,868
Dem. Rep. Congo,Aug-2023,0,868
Dem. Rep. Congo,Aug-2023,0,868
Dem. Rep. Congo,Aug-2023,12,880
Dem. Rep. Congo,Aug-2023,0,880
Dem. Rep. Congo,Aug-2023,0,880
Dem. Rep. Congo,Aug-2023,0,880
Dem. Rep. Congo,Aug-2023,0,880
Dem. Rep. Congo,Sep-2023,0,880
Dem. Rep. Congo,Sep-2023,0,880
Dem. Rep. Congo,Sep-2023,6,886
Dem. Rep. Congo,Sep-2023,0,886
Dem. Rep. Congo,Sep-2023,0,886
Dem. Rep. Congo,Sep-2023,0,886
Dem. Rep. Congo,Sep-2023,0,886
Dem. Rep. Congo,Sep-2023,0,886
Dem. Rep. Congo,Sep-2023,0,886
Dem. Rep. Congo,Sep-2023,3,889
Dem. Rep. Congo,Sep-2023,0,889
Dem. Rep. Congo,Sep-2023,0,889
Dem. Rep. Congo,Sep-2023,0,889
Dem. Rep. Congo,Sep-2023,0,889
Dem. Rep. Congo,Sep-2023,0,889
Dem. Rep. Congo,Sep-2023,0,889
Dem. Rep. Congo,Sep-2023,10,899
Dem. Rep. Congo,Sep-2023,0,899
Dem. Rep. Congo,Sep-2023,0,899
Dem. Rep. Congo,Sep-2023,0,899
Dem. Rep. Congo,Sep-2023,0,899
Dem. Rep. Congo,Sep-2023,0,899
Dem. Rep. Congo,Sep-2023,0,899
Dem. Rep. Congo,Sep-2023,12,911
Dem. Rep. Congo,Sep-2023,0,911
Dem. Rep. Congo,Sep-2023,0,911
Dem. Rep. Congo,Sep-2023,0,911
Dem. Rep. Congo,Sep-2023,0,911
Dem. Rep. Congo,Sep-2023,0,911
Dem. Rep. Congo,Sep-2023,0,911
Dem. Rep. Congo,Oct-2023,14,925
Dem. Rep. Congo,Oct-2023,0,925
Dem. Rep. Congo,Oct-2023,0,925
Dem. Rep. Congo,Oct-2023,0,925
Dem. Rep. Congo,Oct-2023,0,925
Dem. Rep. Congo,Oct-2023,0,925
Dem. Rep. Congo,Oct-2023,0,925
Dem. Rep. Congo,Oct-2023,27,952
Dem. Rep. Congo,Oct-2023,0,952
Dem. Rep. Congo,Oct-2023,0,952
Dem. Rep. Congo,Oct-2023,0,952
Dem. Rep. Congo,Oct-2023,0,952
Dem. Rep. Congo,Oct-2023,0,952
Dem. Rep. Congo,Oct-2023,0,952
Dem. Rep. Congo,Oct-2023,30,982
Dem. Rep. Congo,Oct-2023,0,982
Dem. Rep. Congo,Oct-2023,0,982
Dem. Rep. Congo,Oct-2023,0,982
Dem. Rep. Congo,Oct-2023,0,982
Dem. Rep. Congo,Oct-2023,0,982
Dem. Rep. Congo,Oct-2023,0,982
Dem. Rep. Congo,Oct-2023,29,1011
Dem. Rep. Congo,Oct-2023,0,1011
Dem. Rep. Congo,Oct-2023,0,1011
Dem. Rep. Congo,Oct-2023,0,1011
Dem. Rep. Congo,Oct-2023,0,1011
Dem. Rep. Congo,Oct-2023,0,1011
Dem. Rep. Congo,Oct-2023,0,1011
Dem. Rep. Congo,Oct-2023,35,1046
Dem. Rep. Congo,Oct-2023,0,1046
Dem. Rep. Congo,Oct-2023,0,1046
Dem. Rep. Congo,Nov-2023,0,1046
Dem. Rep. Congo,Nov-2023,0,1046
Dem. Rep. Congo,Nov-2023,0,1046
Dem. Rep. Congo,Nov-2023,0,1046
Dem. Rep. Congo,Nov-2023,29,1075
Dem. Rep. Congo,Nov-2023,0,1075
Dem. Rep. Congo,Nov-2023,0,1075
Dem. Rep. Congo,Nov-2023,0,1075
Dem. Rep. Congo,Nov-2023,0,1075
Dem. Rep. Congo,Nov-2023,0,1075
Dem. Rep. Congo,Nov-2023,0,1075
Dem. Rep. Congo,Nov-2023,52,1127
Dem. Rep. Congo,Nov-2023,0,1127
Dem. Rep. Congo,Nov-2023,0,1127
Dem. Rep. Congo,Nov-2023,0,1127
Dem. Rep. Congo,Nov-2023,0,1127
Dem. Rep. Congo,Nov-2023,0,1127
Dem. Rep. Congo,Nov-2023,0,1127
Dem. Rep. Congo,Nov-2023,27,1154
Dem. Rep. Congo,Nov-2023,0,1154
Dem. Rep. Congo,Nov-2023,0,1154
Dem. Rep. Congo,Nov-2023,0,1154
Dem. Rep. Congo,Nov-2023,0,1154
Dem. Rep. Congo,Nov-2023,0,1154
Dem. Rep. Congo,Nov-2023,0,1154
Dem. Rep. Congo,Nov-2023,17,1171
Dem. Rep. Congo,Nov-2023,0,1171
Dem. Rep. Congo,Nov-2023,0,1171
Dem. Rep. Congo,Nov-2023,0,1171
Dem. Rep. Congo,Nov-2023,0,1171
Dem. Rep. Congo,Dec-2023,0,1171
Dem. Rep. Congo,Dec-2023,0,1171
Dem. Rep. Congo,Dec-2023,7,1178
Dem. Rep. Congo,Dec-2023,0,1178
Dem. Rep. Congo,Dec-2023,0,1178
Dem. Rep. Congo,Dec-2023,0,1178
Dem. Rep. Congo,Dec-2023,0,1178
Dem. Rep. Congo,Dec-2023,0,1178
Dem. Rep. Congo,Dec-2023,0,1178
Dem. Rep. Congo,Dec-2023,14,1192
Dem. Rep. Congo,Dec-2023,0,1192
Dem. Rep. Congo,Dec-2023,0,1192
Dem. Rep. Congo,Dec-2023,0,1192
Dem. Rep. Congo,Dec-2023,0,1192
Dem. Rep. Congo,Dec-2023,0,1192
Dem. Rep. Congo,Dec-2023,0,1192
Dem. Rep. Congo,Dec-2023,8,1200
Dem. Rep. Congo,Dec-2023,0,1200
Dem. Rep. Congo,Dec-2023,0,1200
Dem. Rep. Congo,Dec-2023,0,1200
Dem. Rep. Congo,Dec-2023,0,1200
Dem. Rep. Congo,Dec-2023,0,1200
Dem. Rep. Congo,Dec-2023,0,1200
Dem. Rep. Congo,Dec-2023,30,1230
Dem. Rep. Congo,Dec-2023,0,1230
Dem. Rep. Congo,Dec-2023,0,1230
Dem. Rep. Congo,Dec-2023,0,1230
Dem. Rep. Congo,Dec-2023,0,1230
Dem. Rep. Congo,Dec-2023,0,1230
Dem. Rep. Congo,Dec-2023,0,1230
Dem. Rep. Congo,Dec-2023,15,1245
Dem. Rep. Congo,Jan-2024,0,1245
Dem. Rep. Congo,Jan-2024,0,1245
Dem. Rep. Congo,Jan-2024,0,1245
Dem. Rep. Congo,Jan-2024,0,1245
Dem. Rep. Congo,Jan-2024,0,1245
Dem. Rep. Congo,Jan-2024,0,1245
Dem. Rep. Congo,Jan-2024,23,1268
Dem. Rep. Congo,Jan-2024,0,1268
Dem. Rep. Congo,Jan-2024,0,1268
Dem. Rep. Congo,Jan-2024,0,1268
Dem. Rep. Congo,Jan-2024,0,1268
Dem. Rep. Congo,Jan-2024,0,1268
Dem. Rep. Congo,Jan-2024,0,1268
Dem. Rep. Congo,Jan-2024,40,1308
Dem. Rep. Congo,Jan-2024,0,1308
Dem. Rep. Congo,Jan-2024,0,1308
Dem. Rep. Congo,Jan-2024,0,1308
Dem. Rep. Congo,Jan-2024,0,1308
Dem. Rep. Congo,Jan-2024,0,1308
Dem. Rep. Congo,Jan-2024,0,1308
Dem. Rep. Congo,Jan-2024,50,1358
Dem. Rep. Congo,Jan-2024,0,1358
Dem. Rep. Congo,Jan-2024,0,1358
Dem. Rep. Congo,Jan-2024,0,1358
Dem. Rep. Congo,Jan-2024,0,1358
Dem. Rep. Congo,Jan-2024,0,1358
Dem. Rep. Congo,Jan-2024,0,1358
Dem. Rep. Congo,Jan-2024,91,1449
Dem. Rep. Congo,Jan-2024,0,1449
Dem. Rep. Congo,Jan-2024,0,1449
Dem. Rep. Congo,Jan-2024,0,1449
Dem. Rep. Congo,Feb-2024,0,1449
Dem. Rep. Congo,Feb-2024,0,1449
Dem. Rep. Congo,Feb-2024,0,1449
Dem. Rep. Congo,Feb-2024,43,1492
Dem. Rep. Congo,Feb-2024,0,1492
Dem. Rep. Congo,Feb-2024,0,1492
Dem. Rep. Congo,Feb-2024,0,1492
Dem. Rep. Congo,Feb-2024,0,1492
Dem. Rep. Congo,Feb-2024,0,1492
Dem. Rep. Congo,Feb-2024,0,1492
Dem. Rep. Congo,Feb-2024,71,1563
Dem. Rep. Congo,Feb-2024,0,1563
Dem. Rep. Congo,Feb-2024,0,1563
Dem. Rep. Congo,Feb-2024,0,1563
Dem. Rep. Congo,Feb-2024,0,1563
Dem. Rep. Congo,Feb-2024,0,1563
Dem. Rep. Congo,Feb-2024,0,1563
Dem. Rep. Congo,Feb-2024,59,1622
Dem. Rep. Congo,Feb-2024,0,1622
Dem. Rep. Congo,Feb-2024,0,1622
Dem. Rep. Congo,Feb-2024,0,1622
Dem. Rep. Congo,Feb-2024,0,1622
Dem. Rep. Congo,Feb-2024,0,1622
Dem. Rep. Congo,Feb-2024,0,1622
Dem. Rep. Congo,Feb-2024,51,1673
Dem. Rep. Congo,Feb-2024,0,1673
Dem. Rep. Congo,Feb-2024,0,1673
Dem. Rep. Congo,Feb-2024,0,1673
Dem. Rep. Congo,Feb-2024,0,1673
Dem. Rep. Congo,Mar-2024,0,1673
Dem. Rep. Congo,Mar-2024,0,1673
Dem. Rep. Congo,Mar-2024,69,1742
Dem. Rep. Congo,Mar-2024,0,1742
Dem. Rep. Congo,Mar-2024,0,1742
Dem. Rep. Congo,Mar-2024,0,1742
Dem. Rep. Congo,Mar-2024,0,1742
Dem. Rep. Congo,Mar-2024,0,1742
Dem. Rep. Congo,Mar-2024,0,1742
Dem. Rep. Congo,Mar-2024,48,1790
Dem. Rep. Congo,Mar-2024,0,1790
Dem. Rep. Congo,Mar-2024,0,1790
Dem. Rep. Congo,Mar-2024,0,1790
Dem. Rep. Congo,Mar-2024,0,1790
Dem. Rep. Congo,Mar-2024,0,1790
Dem. Rep. Congo,Mar-2024,0,1790
Dem. Rep. Congo,Mar-2024,45,1835
Dem. Rep. Congo,Mar-2024,0,1835
Dem. Rep. Congo,Mar-2024,0,1835
Dem. Rep. Congo,Mar-2024,0,1835
Dem. Rep. Congo,Mar-2024,0,1835
Dem. Rep. Congo,Mar-2024,0,1835
Dem. Rep. Congo,Mar-2024,0,1835
Dem. Rep. Congo,Mar-2024,64,1899
Dem. Rep. Congo,Mar-2024,0,1899
Dem. Rep. Congo,Mar-2024,0,1899
Dem. Rep. Congo,Mar-2024,0,1899
Dem. Rep. Congo,Mar-2024,0,1899
Dem. Rep. Congo,Mar-2024,0,1899
Dem. Rep. Congo,Mar-2024,0,1899
Dem. Rep. Congo,Mar-2024,50,1949
Dem. Rep. Congo,Apr-2024,0,1949
Dem. Rep. Congo,Apr-2024,0,1949
Dem. Rep. Congo,Apr-2024,0,1949
Dem. Rep. Congo,Apr-2024,0,1949
Dem. Rep. Congo,Apr-2024,0,1949
Dem. Rep. Congo,Apr-2024,0,1949
Dem. Rep. Congo,Apr-2024,72,2021
Dem. Rep. Congo,Apr-2024,0,2021
Dem. Rep. Congo,Apr-2024,0,2021
Dem. Rep. Congo,Apr-2024,0,2021
Dem. Rep. Congo,Apr-2024,0,2021
Dem. Rep. Congo,Apr-2024,0,2021
Dem. Rep. Congo,Apr-2024,0,2021
Dem. Rep. Congo,Apr-2024,76,2097
Dem. Rep. Congo,Apr-2024,0,2097
Dem. Rep. Congo,Apr-2024,0,2097
Dem. Rep. Congo,Apr-2024,0,2097
Dem. Rep. Congo,Apr-2024,0,2097
Dem. Rep. Congo,Apr-2024,0,2097
Dem. Rep. Congo,Apr-2024,0,2097
Dem. Rep. Congo,Apr-2024,67,2164
Dem. Rep. Congo,Apr-2024,0,2164
Dem. Rep. Congo,Apr-2024,0,2164
Dem. Rep. Congo,Apr-2024,0,2164
Dem. Rep. Congo,Apr-2024,0,2164
Dem. Rep. Congo,Apr-2024,0,2164
Dem. Rep. Congo,Apr-2024,0,2164
Dem. Rep. Congo,Apr-2024,77,2241
Dem. Rep. Congo,Apr-2024,0,2241
Dem. Rep. Congo,Apr-2024,0,2241
Dem. Rep. Congo,May-2024,0,2241
Dem. Rep. Congo,May-2024,0,2241
Dem. Rep. Congo,May-2024,0,2241
Dem. Rep. Congo,May-2024,0,2241
Dem. Rep. Congo,May-2024,185,2426
Dem. Rep. Congo,May-2024,0,2426
Dem. Rep. Congo,May-2024,0,2426
Dem. Rep. Congo,May-2024,0,2426
Dem. Rep. Congo,May-2024,0,2426
Dem. Rep. Congo,May-2024,0,2426
Dem. Rep. Congo,May-2024,0,2426
Dem. Rep. Congo,May-2024,161,2587
Dem. Rep. Congo,May-2024,0,2587
Dem. Rep. Congo,May-2024,0,2587
Dem. Rep. Congo,May-2024,0,2587
Dem. Rep. Congo,May-2024,0,2587
Dem. Rep. Congo,May-2024,0,2587
Dem. Rep. Congo,May-2024,0,2587
Dem. Rep. Congo,May-2024,153,2740
Dem. Rep. Congo,May-2024,0,2740
Dem. Rep. Congo,May-2024,0,2740
Dem. Rep. Congo,May-2024,0,2740
Dem. Rep. Congo,May-2024,0,2740
Dem. Rep. Congo,May-2024,0,2740
Dem. Rep. Congo,May-2024,0,2740
Dem. Rep. Congo,May-2024,213,2953
Dem. Rep. Congo,May-2024,0,2953
Dem. Rep. Congo,May-2024,0,2953
Dem. Rep. Congo,May-2024,0,2953
Dem. Rep. Congo,May-2024,0,2953
Dem. Rep. Congo,May-2024,0,2953
Dem. Rep. Congo,Jun-2024,0,2953
Dem. Rep. Congo,Jun-2024,228,3181
Dem. Rep. Congo,Jun-2024,0,3181
Dem. Rep. Congo,Jun-2024,0,3181
Dem. Rep. Congo,Jun-2024,0,3181
Dem. Rep. Congo,Jun-2024,0,3181
Dem. Rep. Congo,Jun-2024,0,3181
Dem. Rep. Congo,Jun-2024,0,3181
Dem. Rep. Congo,Jun-2024,249,3430
Dem. Rep. Congo,Jun-2024,0,3430
Dem. Rep. Congo,Jun-2024,0,3430
Dem. Rep. Congo,Jun-2024,0,3430
Dem. Rep. Congo,Jun-2024,0,3430
Dem. Rep. Congo,Jun-2024,0,3430
Dem. Rep. Congo,Jun-2024,0,3430
Dem. Rep. Congo,Jun-2024,201,3631
Dem. Rep. Congo,Jun-2024,0,3631
Dem. Rep. Congo,Jun-2024,0,3631
Dem. Rep. Congo,Jun-2024,0,3631
Dem. Rep. Congo,Jun-2024,0,3631
Dem. Rep. Congo,Jun-2024,0,3631
Dem. Rep. Congo,Jun-2024,0,3631
Dem. Rep. Congo,Jun-2024,236,3867
Dem. Rep. Congo,Jun-2024,0,3867
Dem. Rep. Congo,Jun-2024,0,3867
Dem. Rep. Congo,Jun-2024,0,3867
Dem. Rep. Congo,Jun-2024,0,3867
Dem. Rep. Congo,Jun-2024,0,3867
Dem. Rep. Congo,Jun-2024,0,3867
Dem. Rep. Congo,Jun-2024,246,4113
Dem. Rep. Congo,Jul-2024,0,4113
Dem. Rep. Congo,Jul-2024,0,4113
Dem. Rep. Congo,Jul-2024,0,4113
Dem. Rep. Congo,Jul-2024,0,4113
Dem. Rep. Congo,Jul-2024,0,4113
Dem. Rep. Congo,Jul-2024,0,4113
Dem. Rep. Congo,Jul-2024,255,4368
Dem. Rep. Congo,Jul-2024,0,4368
Dem. Rep. Congo,Jul-2024,0,4368
Dem. Rep. Congo,Jul-2024,0,4368
Dem. Rep. Congo,Jul-2024,0,4368
Dem. Rep. Congo,Jul-2024,0,4368
Dem. Rep. Congo,Jul-2024,0,4368
Dem. Rep. Congo,Jul-2024,275,4643
Dem. Rep. Congo,Jul-2024,0,4643
Dem. Rep. Congo,Jul-2024,0,4643
Dem. Rep. Congo,Jul-2024,0,4643
Dem. Rep. Congo,Jul-2024,0,4643
Dem. Rep. Congo,Jul-2024,0,4643
Dem. Rep. Congo,Jul-2024,0,4643
Dem. Rep. Congo,Jul-2024,222,4865
Dem. Rep. Congo,Jul-2024,0,4865
Dem. Rep. Congo,Jul-2024,0,4865
Dem. Rep. Congo,Jul-2024,0,4865
Dem. Rep. Congo,Jul-2024,0,4865
Dem. Rep. Congo,Jul-2024,0,4865
Dem. Rep. Congo,Jul-2024,0,4865
Dem. Rep. Congo,Jul-2024,214,5079
Dem. Rep. Congo,Jul-2024,0,5079
Dem. Rep. Congo,Jul-2024,0,5079
Dem. Rep. Congo,Jul-2024,0,5079
Dem. Rep. Congo,Aug-2024,0,5079
Dem. Rep. Congo,Aug-2024,0,5079
Dem. Rep. Congo,Aug-2024,0,5079
Dem. Rep. Congo,Aug-2024,263,5342
Dem. Rep. Congo,Aug-2024,0,5342
Dem. Rep. Congo,Aug-2024,0,5342
Dem. Rep. Congo,Aug-2024,0,5342
Dem. Rep. Congo,Aug-2024,0,5342
Dem. Rep. Congo,Aug-2024,0,5342
Dem. Rep. Congo,Aug-2024,0,5342
Dem. Rep. Congo,Aug-2024,256,5598
Dem. Rep. Congo,Aug-2024,0,5598
Dem. Rep. Congo,Aug-2024,0,5598
Dem. Rep. Congo,Aug-2024,0,5598
Dem. Rep. Congo,Aug-2024,0,5598
Dem. Rep. Congo,Aug-2024,0,5598
Dem. Rep. Congo,Aug-2024,0,5598
Dem. Rep. Congo,Aug-2024,252,5850
Dem. Rep. Congo,Aug-2024,0,5850
Dem. Rep. Congo,Aug-2024,0,5850
Dem. Rep. Congo,Aug-2024,0,5850
Dem. Rep. Congo,Aug-2024,0,5850
Dem. Rep. Congo,Aug-2024,0,5850
Dem. Rep. Congo,Aug-2024,0,5850
Dem. Rep. Congo,Aug-2024,242,6092
Dem. Rep. Congo,Aug-2024,0,6092
Dem. Rep. Congo,Aug-2024,0,6092
Dem. Rep. Congo,Aug-2024,0,6092
Dem. Rep. Congo,Aug-2024,0,6092
Dem. Rep. Congo,Aug-2024,0,6092
Dem. Rep. Congo,Aug-2024,0,6092
Dem. Rep. Congo,Sep-2024,300,6392
Dem. Rep. Congo,Sep-2024,0,6392
Dem. Rep. Congo,Sep-2024,0,6392
Dem. Rep. Congo,Sep-2024,0,6392
Dem. Rep. Congo,Sep-2024,0,6392
Dem. Rep. Congo,Sep-2024,0,6392
Dem. Rep. Congo,Sep-2024,0,6392
Dem. Rep. Congo,Sep-2024,134,6526
Dem. Rep. Congo,Sep-2024,0,6526
Dem. Rep. Congo,Sep-2024,0,6526
Dem. Rep. Congo,Sep-2024,0,6526
Dem. Rep. Congo,Sep-2024,0,6526
Dem. Rep. Congo,Sep-2024,0,6526
Dem. Rep. Congo,Sep-2024,0,6526
Dem. Rep. Congo,Sep-2024,118,6644
France,May-2022,0,0
France,May-2022,1,1
France,May-2022,0,1
France,May-2022,0,1
France,May-2022,0,1
France,May-2022,2,3
France,May-2022,2,5
France,May-2022,2,7
France,May-2022,0,7
France,May-2022,0,7
France,May-2022,0,7
France,May-2022,9,16
France,May-2022,1,17
France,Jun-2022,0,17
France,Jun-2022,16,33
France,Jun-2022,0,33
France,Jun-2022,18,51
France,Jun-2022,0,51
France,Jun-2022,0,51
France,Jun-2022,15,66
France,Jun-2022,0,66
France,Jun-2022,0,66
France,Jun-2022,25,91
France,Jun-2022,0,91
France,Jun-2022,0,91
France,Jun-2022,0,91
France,Jun-2022,34,125
France,Jun-2022,0,125
France,Jun-2022,58,183
France,Jun-2022,0,183
France,Jun-2022,0,183
France,Jun-2022,0,183
France,Jun-2022,0,183
France,Jun-2022,94,277
France,Jun-2022,0,277
France,Jun-2022,53,330
France,Jun-2022,0,330
France,Jun-2022,0,330
France,Jun-2022,0,330
France,Jun-2022,0,330
France,Jun-2022,110,440
France,Jun-2022,0,440
France,Jun-2022,58,498
France,Jul-2022,0,498
France,Jul-2022,0,498
France,Jul-2022,0,498
France,Jul-2022,0,498
France,Jul-2022,79,577
France,Jul-2022,0,577
France,Jul-2022,0,577
France,Jul-2022,0,577
France,Jul-2022,0,577
France,Jul-2022,144,721
France,Jul-2022,0,721
France,Jul-2022,0,721
France,Jul-2022,0,721
France,Jul-2022,191,912
France,Jul-2022,0,912
France,Jul-2022,0,912
France,Jul-2022,0,912
France,Jul-2022,0,912
France,Jul-2022,0,912
France,Jul-2022,0,912
France,Jul-2022,541,1453
France,Jul-2022,0,1453
France,Jul-2022,0,1453
France,Jul-2022,0,1453
France,Jul-2022,114,1567
France,Jul-2022,0,1567
France,Jul-2022,0,1567
France,Jul-2022,270,1837
France,Jul-2022,0,1837
France,Jul-2022,0,1837
France,Jul-2022,0,1837
France,Aug-2022,118,1955
France,Aug-2022,99,2054
France,Aug-2022,0,2054
France,Aug-2022,185,2239
France,Aug-2022,0,2239
France,Aug-2022,0,2239
France,Aug-2022,0,2239
France,Aug-2022,184,2423
France,Aug-2022,0,2423
France,Aug-2022,0,2423
France,Aug-2022,178,2601
France,Aug-2022,0,2601
France,Aug-2022,0,2601
France,Aug-2022,72,2673
France,Aug-2022,0,2673
France,Aug-2022,0,2673
France,Aug-2022,76,2749
France,Aug-2022,0,2749
France,Aug-2022,140,2889
France,Aug-2022,0,2889
France,Aug-2022,0,2889
France,Aug-2022,0,2889
France,Aug-2022,0,2889
France,Aug-2022,0,2889
France,Aug-2022,0,2889
France,Aug-2022,532,3421
France,Aug-2022,0,3421
France,Aug-2022,0,3421
France,Aug-2022,0,3421
France,Aug-2022,0,3421
France,Aug-2022,126,3547
France,Sep-2022,11,3558
France,Sep-2022,0,3558
France,Sep-2022,0,3558
France,Sep-2022,88,3646
France,Sep-2022,0,3646
France,Sep-2022,0,3646
France,Sep-2022,74,3720
France,Sep-2022,1,3721
France,Sep-2022,0,3721
France,Sep-2022,0,3721
France,Sep-2022,64,3785
France,Sep-2022,0,3785
France,Sep-2022,0,3785
France,Sep-2022,48,3833
France,Sep-2022,0,3833
France,Sep-2022,65,3898
France,Sep-2022,0,3898
France,Sep-2022,0,3898
France,Sep-2022,0,3898
France,Sep-2022,0,3898
France,Sep-2022,45,3943
France,Sep-2022,0,3943
France,Sep-2022,0,3943
France,Sep-2022,0,3943
France,Sep-2022,0,3943
France,Sep-2022,27,3970
France,Sep-2022,0,3970
France,Sep-2022,0,3970
France,Sep-2022,29,3999
France,Sep-2022,0,3999
France,Oct-2022,0,3999
France,Oct-2022,0,3999
France,Oct-2022,0,3999
France,Oct-2022,0,3999
France,Oct-2022,0,3999
France,Oct-2022,44,4043
France,Oct-2022,0,4043
France,Oct-2022,0,4043
France,Oct-2022,0,4043
France,Oct-2022,0,4043
France,Oct-2022,0,4043
France,Oct-2022,0,4043
France,Oct-2022,21,4064
France,Oct-2022,0,4064
France,Oct-2022,0,4064
France,Oct-2022,0,4064
